frequency_cycles_per_sample,periodogram_db,capon_db,ar_db
0.082275390625,-20.227608186754743,-13.656554590654423,-19.797367554595112
0.08251953125,-20.395498298229416,-13.66000709901072,-19.758690118889504
0.082763671875,-20.662324922744375,-13.663369542909674,-19.719422082095633
0.0830078125,-21.037058849686836,-13.666629203619413,-19.679585538952114
0.083251953125,-21.53127861882534,-13.669773616043697,-19.63920376360654
0.08349609375,-22.159962052499267,-13.672790587219104,-19.598301249252877
0.083740234375,-22.94244702053001,-13.675668214089285,-19.55690374768584
0.083984375,-23.903350050529923,-13.678394900562118,-19.51503830855758
0.084228515625,-25.07248339345208,-13.68095937385828,-19.47273331809726
0.08447265625,-26.480098909266033,-13.68335070016201,-19.430018537027753
0.084716796875,-28.134161193920903,-13.685558299586942,-19.38692513738554
0.0849609375,-29.93643912337575,-13.687571960471644,-19.343485737921114
0.085205078125,-31.459378069310404,-13.68938185302104,-19.299734437726663
0.08544921875,-31.841658504839614,-13.690978542311216,-19.255706847706506
0.085693359375,-30.77403451634425,-13.692353000676095,-19.211440119474037
0.0859375,-29.039204343601863,-13.693496619495278,-19.166972971226294
0.086181640625,-27.313878849286752,-13.694401220402945,-19.122345710115017
0.08642578125,-25.82334732288523,-13.695059065937997,-19.077600250601186
0.086669921875,-24.598064948586483,-13.69546286965577,-19.03278012824885
0.0869140625,-23.617933009584355,-13.695605805721534,-18.987930508384657
0.087158203125,-22.856349267319818,-13.69548151800579,-18.943098189022447
0.08740234375,-22.290985946402206,-13.695084128700763,-18.898331597427624
0.087646484375,-21.90547597521943,-13.69440824647699,-18.853680779676075
0.087890625,-21.688908532064236,-13.693448974197954,-18.809197382546298
0.088134765625,-21.63497610361624,-13.692201916209825,-18.764934627073973
0.08837890625,-21.74118343422137,-13.690663185222181,-18.72094727309465
0.088623046875,-22.00807873883488,-13.688829408794325,-18.67729157410554
0.0888671875,-22.43821579948326,-13.686697735440426,-18.634025221790857
0.089111328125,-23.03417892397022,-13.68426584036514,-18.59120727957978
0.08935546875,-23.794189410885878,-13.681531930839776,-18.54889810464117
0.089599609375,-24.70211081419006,-13.678494751227262,-18.507159257767277
0.08984375,-25.70602786903909,-13.675153587662365,-18.46605340066015
0.090087890625,-26.680443971431473,-13.671508272391682,-18.42564418020975
0.09033203125,-27.393111575676315,-13.667559187775797,-18.385996099443695
0.090576171875,-27.56991834772798,-13.663307269954107,-18.347174374934333
0.0908203125,-27.11303772322712,-13.65875401217039,-18.309244780570538
0.091064453125,-26.205752976570643,-13.653901467755272,-18.27227347773854
0.09130859375,-25.12455668268767,-13.648752252759204,-18.236326832108126
0.091552734375,-24.062433434685452,-13.643309548227446,-18.201471217386324
0.091796875,-23.11220782634363,-13.637577102106151,-18.16777280657876
0.092041015625,-22.30743125246951,-13.631559230766285,-18.13529735148835
0.09228515625,-21.65451669118504,-13.62526082012977,-18.104109951377026
0.092529296875,-21.149257543891515,-13.61868732637985,-18.074274811919295
0.0927734375,-20.78417034028709,-13.611844776235385,-18.045854995779603
0.093017578125,-20.55153550057904,-13.604739766766352,-18.018912166347437
0.09326171875,-20.444578028287744,-13.597379464725648,-17.99350632635919
0.093505859375,-20.457884110528433,-13.589771605370002,-17.96969555331984
0.09375,-20.587532807782928,-13.581924490740594,-17.94753573380604
0.093994140625,-20.83115587849363,-13.57384698737199,-17.92708029887895
0.09423828125,-21.18802842801643,-13.565548523395902,-17.90837996295793
0.094482421875,-21.659252419987375,-13.557039085004522,-17.891482468597136
0.0947265625,-22.248088911393047,-13.548329212236332,-17.876432339665136
0.094970703125,-22.960511419320415,-13.539429994045841,-17.86327064544699
0.09521484375,-23.80609339901994,-13.530353062617218,-17.852034778167287
0.095458984375,-24.799420263866057,-13.521110586880596,-17.842758246368962
0.095703125,-25.962359791701957,-13.511715265188975,-17.835470486475515
0.095947265625,-27.327788006948094,-13.502180317112785,-17.830196694713713
0.09619140625,-28.945817447676884,-13.492519474308809,-17.826957681381522
0.096435546875,-30.894048920717,-13.482746970420092,-17.825769749213954
0.0966796875,-33.29129181358746,-13.472877529963526,-17.826644597332304
0.096923828125,-36.285314632986264,-13.462926356162438,-17.829589251964006
0.09716796875,-39.72015982079483,-13.452909117682426,-17.83460602479694
0.097412109375,-41.30465306099758,-13.44284193423003,-17.841692499490737
0.09765625,-38.94537975745072,-13.432741360975498,-17.85084154651455
0.097900390625,-35.902011670717414,-13.422624371763298,-17.862041366124444
0.09814453125,-33.440159448315804,-13.412508341076562,-17.875275558941198
0.098388671875,-31.50603755978588,-13.402411024724909,-17.89052322324817
0.0986328125,-29.947510095469685,-13.392350539228806,-17.907759077807142
0.098876953125,-28.655016053298784,-13.382345339877817,-17.926953608692855
0.09912109375,-27.55596217073127,-13.372414197444868,-17.948073238381276
0.099365234375,-26.601825097339248,-13.362576173543953,-17.971080515096666
